
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.79003,um,Cell,1,ATM,0,
7.43667,um,Cell,1,ATM,1,
6.29327,um,Cell,1,TVC,2,
9.1885,um,Cell,1,TVC,3,
5.4296,um,Cell,1,TVC,4,
8.91858,um,Cell,1,TVC,5,
