
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.09436,um,Cell,1,TVC,0,
4.36546,um,Cell,1,TVC,1,
5.09786,um,Cell,1,TVC,2,
6.70664,um,Cell,1,TVC,3,
7.1471,um,Cell,1,ATM,4,
7.1555,um,Cell,1,ATM,5,
