
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46363.3,59303,-12.935,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
46319.1,59329.1,-48.8142,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
