
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
46188.5,36654.4,20.0714,um,Nucleus,Nucleus Position,1,ATM,5,100000003,
46217.2,36649.6,27.6314,um,Nucleus,Nucleus Position,1,ATM,6,100000004,
46238,36588.2,5.44131,um,Nucleus,Nucleus Position,1,TVC,2,100000000,
46227.7,36597.5,13.4086,um,Nucleus,Nucleus Position,1,TVC,3,100000001,
46233.7,36587.8,15.8777,um,Nucleus,Nucleus Position,1,TVC,4,100000002,
