
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.472581,,Cell,1,ATM,0,
0.475311,,Cell,1,ATM,1,
0.515897,,Cell,1,TVC,2,
0.512078,,Cell,1,TVC,3,
0.562554,,Cell,1,TVC,4,
0.46709,,Cell,1,TVC,5,
