
Nucleus Ellipticity (oblate)
 ==================== 
Nucleus Ellipticity (oblate),Unit,Category,Time,Default Labels,CellID,ID,
0.748166,,Nucleus,1,ATM,0,100000000,
0.721832,,Nucleus,1,ATM,1,100000001,
0.42134,,Nucleus,1,TVC,2,100000002,
0.490555,,Nucleus,1,TVC,3,100000003,
0.482816,,Nucleus,1,TVC,4,100000004,
0.419451,,Nucleus,1,TVC,5,100000005,
