
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43595.1,55232,22.8633,um,Surface,Center of Homogeneous Mass,1,ATMgroup,2,
43633.2,55299.6,8.88032,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
