
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34451.7,47240.7,95.4004,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
34401.1,47182.8,62.6741,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
