
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.07966,um,Surface,1,TVCgroup,0,
6.35988,um,Surface,1,ATMgroup,4,
