
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
72621.9,um,Nucleus,Nucleus Distance from Origin,1,ATM,10,100000010,
72578.9,um,Nucleus,Nucleus Distance from Origin,1,ATM,11,100000011,
72548.4,um,Nucleus,Nucleus Distance from Origin,1,TVC,1,100000001,
72546.9,um,Nucleus,Nucleus Distance from Origin,1,TVC,4,100000004,
72557,um,Nucleus,Nucleus Distance from Origin,1,TVC,5,100000005,
72556.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,7,100000007,
