
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.180852,-0.617546,0.76546,um,Surface,Ellipsoid Axis A,1,ATMgroup,4,
0.773812,-0.632197,-0.0392836,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
