
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.793765,-0.58667,0.160483,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.92015,0.391387,0.0118636,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
