
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
4.84581,um,Nucleus,1,ATM,0,100000000,
4.1304,um,Nucleus,1,ATM,1,100000001,
2.99772,um,Nucleus,1,TVC,2,100000002,
2.73779,um,Nucleus,1,TVC,3,100000003,
3.05792,um,Nucleus,1,TVC,4,100000004,
3.0869,um,Nucleus,1,TVC,5,100000005,
