
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.897364,0.00873294,-0.441205,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.223785,0.950536,0.215409,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
