
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
10.1061,um,Surface,1,TVCgroup,0,
7.3144,um,Surface,1,ATMgroup,4,
