
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.41033,9.15226,10.3463,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,0,100000000,
6.31612,9.90202,11.8537,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,2,100000002,
7.36351,9.67197,10.2727,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,1,100000001,
5.47148,6.40315,8.98625,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
