
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
2.73026,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,1,100000013,
0.841112,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000005,
1.15536,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,9,100000006,
1.409,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,10,100000007,
0.781901,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,13,100000010,
1.72246,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,14,100000011,
1.51991,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,15,100000012,
