
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.75805,11.2859,11.5723,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,0,100000000,
7.86468,11.4017,12.0204,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,7,100000007,
8.46069,10.4906,14.2226,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,8,100000008,
5.88764,6.2371,8.56334,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,2,100000002,
5.04746,5.76113,7.74366,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
