
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
3048.17,um^2,Cell,1,TVC,0,
1538.46,um^2,Cell,1,TVC,1,
2941.42,um^2,Cell,1,TVC,2,
6636.25,um^2,Cell,1,ATM,7,
7621.21,um^2,Cell,1,ATM,8,
