
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
3.83424,um,Nucleus,1,TVC,0,100000000,
3.35046,um,Nucleus,1,TVC,5,100000005,
3.55344,um,Nucleus,1,TVC,7,100000007,
5.02426,um,Nucleus,1,ATM,8,100000008,
4.05143,um,Nucleus,1,TVC,9,100000009,
4.15733,um,Nucleus,1,ATM,11,100000011,
4.70094,um,Nucleus,1,ATM,12,100000012,
