
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38312.8,91586.9,113.062,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
38377.5,91615.2,122.74,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
