
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.77438,um,Cell,1,TVC,0,
6.50068,um,Cell,1,TVC,1,
4.99512,um,Cell,1,TVC,2,
5.02731,um,Cell,1,TVC,4,
6.87279,um,Cell,1,ATM,6,
5.88865,um,Cell,1,ATM,9,
