
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.387033,0.0512553,-0.92064,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
0.224344,0.562897,0.795498,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
