
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
7.08889,8.58375,11.5448,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,2,100000002,
7.34206,8.65541,11.5577,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,3,100000003,
7.54457,8.59539,8.75457,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
5.16752,5.90265,7.44446,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
