
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.85248,um,Surface,1,ATMgroup,0,
10.8045,um,Surface,1,TVCgroup,2,
