
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
4.66299,um,Cell,Image 1,1,ATM,0,
0,um,Cell,Image 1,1,TVC,1,
2.96736,um,Cell,Image 1,1,TVC,2,
6.78254,um,Cell,Image 1,1,TVC,3,
8.47817,um,Cell,Image 1,1,TVC,4,
