
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
15.7454,15.5312,27.3828,um,Surface,BoundingBoxOO Length,1,ATM,0,
18.6172,28.127,53.0625,um,Surface,BoundingBoxOO Length,1,TVCgroup,1,
