
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.442979,,Cell,1,ATM,0,
0.456978,,Cell,1,ATM,1,
0.347274,,Cell,1,TVC,2,
0.438422,,Cell,1,TVC,3,
0.482589,,Cell,1,TVC,4,
0.534517,,Cell,1,TVC,5,
