
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.219476,,Cell,1,TVC,0,
0.111934,,Cell,1,TVC,1,
0.0850238,,Cell,1,TVC,2,
0.1296,,Cell,1,ATM,3,
0.105807,,Cell,1,ATM,4,
0.0552856,,Cell,1,ATM,5,
