
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.47881,um,Cell,1,TVC,0,
6.16117,um,Cell,1,TVC,1,
8.55042,um,Cell,1,TVC,2,
6.30257,um,Cell,1,TVC,3,
11.6137,um,Cell,1,TVC,4,
13.1606,um,Cell,1,ATM,5,
