
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.1366,10.5751,12.8689,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,1,100000000,
7.20437,9.85162,12.4542,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,2,100000001,
6.43854,7.02427,11.1542,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,3,100000003,
5.86182,7.59133,10.196,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
4.62135,5.73478,8.34129,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
4.47395,5.89468,9.3991,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,7,100000007,
