
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
36277.3,31859.2,187.452,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,0,
36227.9,31834.5,207.226,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,2,
