
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
46820.3,85698.9,54.538,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,3,
46836.2,85670.3,59.8496,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,4,
46822.8,85646.1,44.6713,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
46823.4,85644.9,55.235,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
46834.6,85652.4,54.6947,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
46839.6,85652.4,67.1496,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
