
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
34285.9,52032.1,46.7447,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,0,
34259.5,52049.2,47.8079,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,1,
34297.3,52030.7,50.2124,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,2,
34290.6,51962.8,52.3181,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,3,
34293,51971.1,54.6087,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,4,
