
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
3.17515,um,Nucleus,1,ATM,0,100000000,
3.10188,um,Nucleus,1,TVC,2,100000001,
2.90505,um,Nucleus,1,TVC,3,100000002,
2.56518,um,Nucleus,1,TVC,4,100000003,
1.77255,um,Nucleus,1,TVC,5,100000004,
2.38603,um,Nucleus,1,TVC,6,100000005,
