
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.450175,,Cell,1,ATM,0,
0.447726,,Cell,1,TVC,2,
0.137455,,Cell,1,TVC,3,
0.439197,,Cell,1,TVC,4,
0.46441,,Cell,1,TVC,5,
0.20968,,Cell,1,TVC,9,
0.352002,,Cell,1,TVC,11,
