
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
41771.1,79257.6,-100.154,um,Cell,Cell Center of Homogeneous Mass,1,ATM,0,
41741.1,79292.6,-107.249,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
41722.6,79297,-96.9308,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
41735.3,79292.8,-94.8479,um,Cell,Cell Center of Homogeneous Mass,1,TVC,4,
41714,79307.3,-94.1163,um,Cell,Cell Center of Homogeneous Mass,1,TVC,5,
41720.4,79306.3,-84.5943,um,Cell,Cell Center of Homogeneous Mass,1,TVC,9,
41729.3,79297,-83.7524,um,Cell,Cell Center of Homogeneous Mass,1,TVC,11,
