
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
14.584,26.6211,72.0508,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
21.9727,23.0195,39.3594,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
