
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
2157.14,um^3,Cell,1,TVC,1,
1853.65,um^3,Cell,1,TVC,2,
1027.14,um^3,Cell,1,TVC,3,
987.006,um^3,Cell,1,TVC,6,
7778.25,um^3,Cell,1,ATM,8,
5494.79,um^3,Cell,1,ATM,9,
