
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
42355.7,37042,46.6483,um,Surface,Position,1,ATMgroup,0,
42370,36988.7,23.1904,um,Surface,Position,1,TVCgroup,2,
