
Cell Ellipsoid Axis C
 ==================== 
Cell Ellipsoid Axis C X,Cell Ellipsoid Axis C Y,Cell Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.531323,-0.787429,0.312493,um,Cell,Cell Ellipsoid Axis C,1,ATM,8,
0.80631,0.170383,0.566422,um,Cell,Cell Ellipsoid Axis C,1,ATM,9,
0.779863,-0.496335,-0.381398,um,Cell,Cell Ellipsoid Axis C,1,TVC,2,
-0.120635,-0.35422,0.927349,um,Cell,Cell Ellipsoid Axis C,1,TVC,3,
0.723449,0.264998,-0.637494,um,Cell,Cell Ellipsoid Axis C,1,TVC,6,
0.627154,0.634365,-0.45195,um,Cell,Cell Ellipsoid Axis C,1,TVC,7,
