
Cell Center of Homogeneous Mass
 ==================== 
Cell Center of Homogeneous Mass X,Cell Center of Homogeneous Mass Y,Cell Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
35251.4,50787.4,29.8722,um,Cell,Cell Center of Homogeneous Mass,1,ATM,7,
35268,50779.5,29.1986,um,Cell,Cell Center of Homogeneous Mass,1,ATM,8,
35291.1,50770.2,20.3222,um,Cell,Cell Center of Homogeneous Mass,1,TVC,0,
35298.5,50770.8,11.748,um,Cell,Cell Center of Homogeneous Mass,1,TVC,1,
35319.9,50768.9,6.87769,um,Cell,Cell Center of Homogeneous Mass,1,TVC,2,
35309.6,50778.2,9.37477,um,Cell,Cell Center of Homogeneous Mass,1,TVC,3,
