
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
19.9004,25.0129,119,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
20.873,28.1719,37.8643,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
