
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
3877.91,um^2,Cell,1,TVC,1,
1606.63,um^2,Cell,1,TVC,2,
3576.27,um^2,Cell,1,TVC,3,
1876.95,um^2,Cell,1,TVC,4,
7978.27,um^2,Cell,1,ATM,5,
7432.43,um^2,Cell,1,ATM,6,
