
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
19.0625,20.6484,91.0361,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
15.3711,37.9287,38.6953,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
