
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.451646,,Cell,1,ATM,1,
0.146766,,Cell,1,ATM,2,
0.450328,,Cell,1,TVC,3,
0.519606,,Cell,1,TVC,4,
0.486315,,Cell,1,TVC,6,
0.642108,,Cell,1,TVC,9,
