
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.00315169,0.279612,-0.960108,um,Surface,Ellipsoid Axis A,1,ATMgroup,0,
-0.82378,-0.320532,0.467596,um,Surface,Ellipsoid Axis A,1,TVCgroup,2,
