
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
4843.5,um^2,Cell,1,ATM,0,
4393.09,um^2,Cell,1,ATM,1,
1635.37,um^2,Cell,1,TVC,4,
1624,um^2,Cell,1,TVC,6,
2255.95,um^2,Cell,1,TVC,7,
999.288,um^2,Cell,1,TVC,8,
