
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.518778,-0.74999,0.410347,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
0.729754,0.671966,0.126175,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
