
Nucleus Center of Image Mass Ch=2 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
32980.4,37713.4,-43.8233,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,2,100000002,
32973.3,37715.9,-35.3038,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,3,100000003,
32953,37745.8,-39.8431,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,ATM,4,100000004,
32937.8,37777.3,-11.349,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,9,100000009,
32931.3,37767.8,-9.6746,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,10,100000010,
32927.8,37779.5,-7.17406,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,11,100000011,
32916.9,37773.1,-6.32939,um,Nucleus,2,Nucleus Center of Image Mass,Image 1,1,TVC,12,100000012,
