
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
33335.4,55340.5,-71.2043,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
33288.9,55287.3,-38.8064,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
