
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38946,87409.7,54.7196,um,Surface,2,Center of Image Mass,Image 1,1,ATM,3,
38917,87432.2,69.3836,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
