
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
12.9297,29.1504,35.8672,um,Surface,BoundingBoxOO Length,1,ATM,3,
19.2969,31.3594,42.1492,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
