
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.186291,0.238858,-0.953017,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
-0.330474,-0.563688,0.756996,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
