
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
38382.9,62887.9,149.837,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
38334.5,62850.5,122.831,um,Surface,Center of Homogeneous Mass,1,TVCgroup,4,
