
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
17.4453,23.9297,110.289,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
22.668,26.748,40.8086,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
