
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
8.79435,um,Cell,1,ATM,0,
8.18085,um,Cell,1,ATM,1,
4.49275,um,Cell,1,TVC,2,
3.52764,um,Cell,1,TVC,3,
8.07244,um,Cell,1,TVC,4,
7.14105,um,Cell,1,TVC,5,
