
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
43528.6,58988.9,-17.0471,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
43536.7,59048.1,16.9949,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
