
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.729621,-0.284089,0.622051,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.17592,-0.518931,-0.836518,um,Surface,Ellipsoid Axis B,1,TVCgroup,2,
