
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.44198,um,Cell,1,ATM,0,
6.23996,um,Cell,1,ATM,1,
5.2175,um,Cell,1,TVC,2,
4.32973,um,Cell,1,TVC,3,
5.84327,um,Cell,1,TVC,4,
6.23319,um,Cell,1,TVC,5,
4.40375,um,Cell,1,ATM,6,
