
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.548236,,Nucleus,1,ATM,0,100000000,
0.564576,,Nucleus,1,ATM,1,100000001,
0.622929,,Nucleus,1,TVC,2,100000002,
0.604103,,Nucleus,1,TVC,3,100000003,
0.622007,,Nucleus,1,TVC,4,100000004,
0.610906,,Nucleus,1,TVC,5,100000005,
