
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
87.8711,65.1172,37.304,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
28.4414,36.1094,16.9564,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
