
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1265.51,um^2,Cell,1,TVC,0,
817.41,um^2,Cell,1,TVC,1,
1450.02,um^2,Cell,1,TVC,2,
1060.06,um^2,Cell,1,TVC,3,
3558.97,um^2,Cell,1,ATM,6,
3801.3,um^2,Cell,1,ATM,7,
