
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38139.8,31807.3,203.74,um,Surface,2,Center of Image Mass,Image 1,1,ATM,5,
38105.6,31846.3,191.243,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
